user,Text
CDiheya,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
tovendofilme,"RT @NGoloTricolor: @HACRAS_ofc @teofb Não é assim mano, o São paulo marca pressão, tem a maior media de gols feitos no Brasileiro. Hoje aos…"
totalBarca,SPORT - LET THE EXCITEMENT RETURN https://t.co/ekklYjtOnV
blktkddiva4u,"RT @LaurentDTardif: As athletes, we have the power to make a positive impact in our society. To be recognized for my involvement off the fi…"
KurtWeisinger,@mattie_rogers Not sure why viewership matters for the Olympics. Shouldn’t be about money anyways. Should be about global sport supremacy.
SpektralHeart,"RT @SylvainGauthier: Je n'en reviens pas encore du sort réservé aux jeunes : pas de sport, masque en tout temps, pas d'activité parascolair…"
AaronWAYDE,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
Leonil10_,@nb_cr7 @ReNgo_Sport هههههههههههههههههههههههههههههههههههههههههههههههههههه
Nkalakata7,@KaizerChiefs @KaizerChiefs @KatlegoFarmer @mkhonzasphiwe4 @CONZAM6 @SaddamMaake can caf arrange televising thier g… https://t.co/txAqcFwrWO
cradby7,@PickEmBrazy @noahcross02 @noluvkozo @DiIdoPhaggins @imcuriousaboutt @DJ72356855 @PatrickMahomes @LeBatardShow… https://t.co/Bid9TvFOAA
egorcosin,@LucasBenaim @nazagnavarro @9zTeam @teamisurus @InFinitye_sport @FuriousGamingLA @boomesportsid Y que equipo va a remplazar a heretics???
Chrisinsumner,"@dickfain timing,,, Halftime on a real sport; kickball and orange wedges, juice boxes before the 4th. Q"
normdubya,Competitive rock climbing in olympics? Team sport idea! 1 member of team climbs a mountain against other representa… https://t.co/3bRKzA88b3
omicink,"RT @cbcasithappens: ""It's more that just a visual spectacle. It's going to bring people from different cultures together."" Tonight: Breakin…"
Holy_Shrimp1,@SammyRedd5 @MMAHistoryToday Izzy is one of the best in the sport. Change my mind.
lilouu350,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
JakTheRipper8,RT @lemondefr: JO de Paris 2024 : huit nouvelles épreuves et une stricte parité entre les athlètes hommes et femmes https://t.co/K5sSRDeFlW
sport_survey,#UCL
TopRopePundit,"WrestleMania III took place March 29, 1987. The main even pitted @HulkHogan against Andre The Giant in a match that… https://t.co/BryXkuyEDU"
freebigbetsbs,"The Rugby Football Union, Welsh Rugby Union and World Rugby are in danger of being subjected to legal action by for… https://t.co/pHV3pasHxk"
shinjinx264,RT @uchujin17: 今月のEAA Sport Aviationに離陸直後のエンジンフェイル(単発機)についてのコラムがあり、「原則として滑走路に戻ろうとしてはいけない」の理由がすごく明確に書いてあった。「大抵の飛行機の最適上昇率は最大滑空比とほぼ同じ」「つまり離陸上昇…
JoeStevensonRam,RT @MirrorDarren: Exclusive: Millwall are set to ditch the knee and link arms with QPR players in an anti-racism gesture ahead of game tomo…
JennaJrf,RT @GuardianAus: Australian sport offers celebrations of Aboriginal 'culture' instead of standing up for Black lives | Chelsea Bond https:/…
manymiaows,@Days2Stand @guardian_sport @seaningle But how would that be gender affirming? 😉
chickie_tendi,"“Also confirmed for Paris by the IOC executive board were skateboarding, sport climbing, and surfing” https://t.co/Zb2WOws2fL"
Yougo3000,@PronosUsa J’y connais rien à ce sport mais je te suis
drcbond,Australian sport offers celebrations of Aboriginal 'culture' instead of standing up for Black lives | Chelsea Bond https://t.co/LFqnAfQAbO
OnDeManned216,RT @SkyNews: Breakdancing confirmed as Olympic sport for 2024 Paris games https://t.co/jBlunDW4sq
anissaj75,@leeshakapeesha Haha(= aww man. I'm sorry to hear that. I'd honestly just fish to fish because I love the sport. Al… https://t.co/6uRvvllski
OGJohnLee,They just made break dancing an Olympic sport 🔥🔥 I’m fina get off the brown liquor and qualify https://t.co/FsgJ2zrN7N
THOMASSTOMER,"Estadio Modelo de la ciudad de Guayaquil.

Campeonato de fútbol en 1.968, el Club Sport Emelec vs. la Sociedad Depo… https://t.co/CzjlNMOz4G"
IExpressSports,"A maiden win in #F2, the national anthem playing when standing atop the podium, his father watching him from the st… https://t.co/EIWrbhTKdO"
ttyunclub,i was just watching yoi and my dad comes in and says that it’s gay HOW IS A SPORT A SEXUALITY ???
marvergara_,"RT @piaisabellaaa: Holaa estoy vendiendo un Apple Watch Series 6. 44mm Blue Aluminum Case, Deep Navy Blue Sport  a 350$ es de paquete la ca…"
TheCoyoteWay,"The weather was cool, but the Lady Coyotes were heating it up! Came up a goal short, but gave a valiant effort!… https://t.co/U9L3u1rlkV"
BenjyOrbach,"2021 Ford Bronco Sport First Drive: Small SUV, Big Off-Road Performance https://t.co/5Tmt6jvtbE https://t.co/ZPFSDcS7vu"
VR6OC,Will a TIAL Sport F46 External Wastegate (46mm) fit on a CTS turbo manifold with a 44mm wastegate flange?… https://t.co/jWevh2L5P7
BlechaRae,imagine one person being able to ruin the one sport you love...
UK_HGV_Network,UK HGV NETWORK SPORT Rainbow Laces campaign: Liverpool fan Keith Spooner on impact of Jordan Henderson tweet… https://t.co/yTyJTpWcuK
davegoo97959805,@CSchop14 @collec_sport Uh 1$? Eh
ebenesport,"Actualités - AR - Phase Champion de la Coupe de la Ligue Professionnelle 2020: tirage au sort, date de départ, grou… https://t.co/eF4Y4FM9Ux"
fvkedeeep,Drag is not a contact sport and gender is an arbitrary social construct.
Soriano310ms,RT @Real923LA: Breakdancing Now An Olympic Sport And Will Debut At Paris In 2024 https://t.co/bqIeLENxNb
mininooaey,ลมหนาวมาแล้ว มีเสื้อกันหนาวเท่ห์ๆ ใส่แบบsport ดูดีอย่าบอกใคร อย่าลืมใส่ promotion code sv10857เพื่อรับส่วนสด 5% ทุก… https://t.co/M40zUMlWRR
mewdoie,it’s an olympic sport now
Mr_Checkas,"RT @DabeGean: Hey @joerogan what are the odds you come by and commentate at the next @FloWrestling event? The events are in Austin, TX and…"
kissmyshades,"@Lloyd_Cole Although, I reckon ol' Bob has earnt the right to sport a mullet that looks like a bit of roadkill if h… https://t.co/sbrpuPP13A"
gjuniorscr,"RT @anderbatist: COM O VASCO NO Z-4, SPORT x CORITIBA NA ILHA, SERÁ COMANDADO POR UM CARIOCA! 

SÉRIO ISSO, @CBF_Futebol?

#Sport | Marcelo…"
thecosmx,4. This Is Our Vice - Cub Sport https://t.co/gwrZC67Wdt
bryandale77,And the Silent Republicans are complicit. I will NEVER vote Republican ever again. Ever. Thanks for killing more an… https://t.co/5E9gBTy0jZ
_Steve__R,@bubbaprog That commentator needs to find another sport. Like curling or something. most boring reaction ever.
ConnieStrance,"@EricHaftelLive don't have to pick a side anyone who hunts, tortures or murders an animal for sport should be hunte… https://t.co/KqLqTtjBiJ"
andidee15,"I can tell I need hockey back. Before I discovered the sport, Star Wars was my ""thing"". It does in a pinch, but it… https://t.co/Ikiiq5PFo6"
MJones17713216,"@ECMcLaughlin Turn the tennis courts into pickleball courts. Great family sport, and no frou-frou."
cornnutsbbq,@Dknight10k I am honestly surprised this administration hasn’t started hunting people for sport.
FirstTakeSA,"December 8, 2020

Good morning, welcome to your Tuesday edition (05:00-06:00) of #FirstTakeSA with your host… https://t.co/zMvEEt2gTC"
CSchop14,@davegoo97959805 @collec_sport $1 PWE? https://t.co/xBWT66y6Gq
SheppNewsSport,Tat Chat - Hill Top golf. https://t.co/WGXAwGTKCw
mpendaraha18,RT @D3RR0: Charles didn’t even lips Diana during the talking stages. “You’ve been a great sport” with a shoulder pat 😭
koolbopp,Not arguing wit nobody who don’t know the sport niggas say anything
EkonomiTerkini,"RT @RakyatMerdeka99: Top News Koran Rakyat Merdeka

Barcelona VS Juventus, Berebut Juara Grup

#Barcelona #Juventus #UCL #LigaChampions #Ch…"
HipHopForex,Breakdancing to make its Olympic debut at Paris 2024 - CNN https://t.co/A8KyPil12e
Taipan57602002,@GuardianAus Good old Australian sport and the idiots that run it
Singy_5,@GeelongGrammar @APS_Sport How good @Nikolaos4 👏🏽👏🏽👏🏽
atalantapendrag,"RT @KXAN_News: Breakdancing has been confirmed as an official Olympic sport.

https://t.co/Eo9RRU2TPb"
glam_tom,Steeve Leggings #sport #sportoutfit https://t.co/sLcQTu5rQ4 https://t.co/ENp6mLKyEM
CoachDBerger,"RT @fordtough301: So breakdancing is an Olympic sport but not baseball. Makes sense. Outside of the NCAA, I’m not sure if there’s a more co…"
JamaTem,"RT @ReutersSports: Breakdancing cleared its final hurdle to feature in the Paris 2024 Games on Monday, bringing the wholly original, electr…"
JemimaMadiba,RT @merveille_kumes: The way I be going after people’s neck when they disrespect Congo in any shape or form is an extreme sport
AEPishere,"RT @BadmintonTalk: BREAKING: @BadmintonTalk becomes 2020 fifth most talked Twitter sport account in Indonesia, behind @ManUtd @LFC @FCBarce…"
JLira29,@PacoB0800 @leandroquesada @0800Fm @iranbarbosa @raulveiga @eduardoocardozo @palmeirasptd @Vicenzzo_… https://t.co/MbRjSFHLgx
Genev63,"@2016bucketojunk One hell of a wrestler from Waterloo Iowa 
His sister was murdered by a kid in his school 
Un scor… https://t.co/3qLYl9Pifo"
dimitrisirota,Didn’t see that coming  https://t.co/pubS3bdMww
FranceMagnus,Hockey sur glace | Ligue Magnus (28e journée - Match avancé) : Briançon - Nice (20h30 à René-Froger) | Débloquer en… https://t.co/ZHx9k3FwP9
ebenesport,Actualités - UA - Les dragons qui ne sont pas à Smith chassent alors que les clubs tournent -… https://t.co/bSR8o1Y6Nr
joycemoses91,"iTouch Sport Solid Silicone Smartwatch Straps, Replacement Smartwatch Straps, Solid Silicone Straps for Smartwatche… https://t.co/7YxDXxgEKo"
Bassam31_sport,🎞 من الذاكرة | هدف نواف التمياط على الأهلي في نهائي كأس الأمير فيصل بن فهد موسم 2005 - 2006 م . https://t.co/lkjI7vT8cC
normdubya,Breakdancing in olympics? Attach knives to their forearms and ankles and we have a sport!
ebenesport,"Actualités - UA - 2021 NFL Draft QB Watch: Zach Wilson, Trevor Lawrence et Justin Fields présentent des talents de… https://t.co/TIuqVQ8xu7"
MrRangu,@DocGonzo502 It’s nice to have others win :) it makes the sport great!
xlonglegdaddyx,Having multiple baby daddies/mamas must be a sport now. 😅 https://t.co/5V7x7EiNuw
gliterrrrrr,Par contre g commandé d vêtements de sport y’a deux semaines i sont toujours pas arrivés JV PT UN PLOMBBBBB c a cau… https://t.co/gY2WaqTW3X
mikester01,"Sport: MLS Western Conference Championship, Sounders v Minnesota.

Beer: Stone Tangerine Express Hazy IPA

Let's do this, boys!"
protectcmiIa,"RT @SaoPauloFC: 🎥 Bastidores: São Paulo 1x0 Sport

O trabalho em equipe, o gol marcado por Luciano, a vitória em casa e mais um passo dado…"
ATPtennis2002,"RT @enricomariariva: “This is one of the first pieces of Australian research documenting the positive impact that playing sport, specifical…"
APS_Sport,"RT @FOXFOOTY: Have a burning #AFLDraft question?

Ask it here in a live chat with @MattBalmer7 from 12-1pm (AEDT): https://t.co/fjwtdNZ6AF…"
Nanaip,"@oleodygaga É algo mais amplo que a play tv e a e+sport, só  de não  ter precisar usar a internet pra assistir algo… https://t.co/In6vmtKqeG"
amygarza,"RT @NME: The International Olympic Committee confirmed the news earlier today

https://t.co/K28Kxx90GS"
harsh_critic,"Breakdancing is going to be an Olympic sport on 2024.
That gives me 3 &amp; 1/2 years to get my windmill &amp; head spin back in shape"
Charlie_Sport,@gobills_norcal What could possibly stop u?! 😂
BadmintonTalk,"BREAKING: @BadmintonTalk becomes 2020 fifth most talked Twitter sport account in Indonesia, behind @ManUtd @LFC… https://t.co/RkPczI5e6B"
txcanchaser,"The difference between Pro Rodeo and any other sport ? 
They put a lighted Cross in the middle of the arena, sing A… https://t.co/MjoGGfsulr"
ramos_margaux,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
chiefbtc,RT @RichFay: Facundo Pellistri went out of his way to the let the U23s know he was fully committed to playing for them. His maturity and ea…
EloiseJqm,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
GlendoraFootbll,RT @TonyMoskal: This week on @BleavPodcasts by @betonline_ag I’m joined by multi sport stud @BraydonBrus as he discusses how being a multi…
sudo_simoigusa,RT @uchujin17: 今月のEAA Sport Aviationに離陸直後のエンジンフェイル(単発機)についてのコラムがあり、「原則として滑走路に戻ろうとしてはいけない」の理由がすごく明確に書いてあった。「大抵の飛行機の最適上昇率は最大滑空比とほぼ同じ」「つまり離陸上昇…
techi_wagonr,"【自動】
操る楽しみ。極まる。
SWIFT SPORT"
Burch_9000,"RT @DabeGean: Hey @joerogan what are the odds you come by and commentate at the next @FloWrestling event? The events are in Austin, TX and…"
GiovannePaula,"RT @rodolfo1975: Classificação do 2º turno do Brasileirão 2020 (5j):
13 São Paulo
11 Atlético-MG
10 Grêmio -1j
10 Palmeiras
9 Athletico
9 B…"
oubliezmoi__,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
georgecoghill48,"RT @JMHS_Athletics: Winter Sports will be allowed to proceed in @FredSchools!  MUCH more information to come. 

Be on the lookout for sport…"
MaddogCrackhead,"@Turtle502 @JuniorD1965 Next it will be some loser dad who plays video game as a sport. 
Like turtle502.  Yep That loser"
ElwatanNews,"#عاجل | #ريال_مدريد يهنئ #الأهلي بعد الثلاثية: إنجاز عظيم يجب أن تفتخروا به
https://t.co/712wbUpXU0
#تحدي_الكمامة"
NTofIceHockey,SPORT ENGLAND BACK NEW ICE HOCKEY GOVERNING BODY https://t.co/vm79SkTKSN
chopps,Test https://t.co/cg8x3NV9RI
RBedwiller,"@CoastalFootball To all the haters,This is what football is if u don’t like it go to baseball which is a peace lovi… https://t.co/dZoCZcgQTe"
Morganbh_1,RT @mcfchamdan: @City_Xtra @ManUtd @Record_Portugal @Sport_Witness He’s actually so weird https://t.co/KsjdX9DpTj
223_556_RemDawg,@Richard80005194 @Annakhait Thank you. I know we could have a great chat in person. You seem very reasonable and a good sport.
theSopranoist,"RT @ReutersSports: Breakdancing cleared its final hurdle to feature in the Paris 2024 Games on Monday, bringing the wholly original, electr…"
reshams11307388,"Jaydatar punjabi singer actor hi sport kar rahe hai farmers ko..
Kyoo byi dusre roti khate nhi ja chod rahe hain kh… https://t.co/4yQX7V5gYv"
esperncee,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
kiaraspeaks,Did you really get away with it or have I just not  received my rune covered axe to hunt you for sport in hell? Food for thought.
NewsNationNow,Breakdancing became an official Olympic sport on Monday. https://t.co/BOpKzlRmWH
ClementineL_,"RT @Ecosse_Toujours: Dans le dernier épisode de l'année, Écosse Toujours fait sa rétro 2020 ! On parle des actus qui nous en marqué cette a…"
Noodle_Keg,@KFIAM640 We know sport in genera has to be hurting when a YouTube star and a washed up has been make sports news.
That_Nature_Boy,@BroSitter @JustForFansSite But actually please keep calling me champ. Or sport. Or kiddo.
svndysk,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
17RKnight,"Fuck Michael Vick and fuck all you idiots defending him. He tortured, maimed, abused and killed dogs for sport and… https://t.co/27NvljOCqc"
Pa1zhak1mmmmm,"RT @btsportfootball: The grand stage awaits... again 😍

Tuesday | BT Sport ESPN | 8pm https://t.co/QcclR9oZFM"
IsabelGrau4,"RT @JoanLaportaFCB: Si encara no l’has llegit, aquí tens la meva entrevista al diari @sport. Des d’@estimemelbarca treballarem perquè el Cl…"
marlamyrian,"RT @SaoPauloFC: 🎥 Bastidores: São Paulo 1x0 Sport

O trabalho em equipe, o gol marcado por Luciano, a vitória em casa e mais um passo dado…"
its_YZee,"@TheProzin Umjolo is a sport, the question is ""Are you fit to play"" ?"
cesaralfredoms,"@Sexydreamer2 @YouTubeMexico @SChecoPerez @Sexydreamer2 F1 is a very interesting sport, if you learn a bit about it… https://t.co/GlhFW7Ho5I"
sport_meigensyu,自分が思うところ、信じるところへ道は通じていくものです。メジャーに勝ちたい気持が自分自身にプレッシャーをかけてしまい、要所でミスがでました。しかし、成長するための課題が見つかりました。by宮里藍（女子プロゴルファー）
holdthisLmf,@combathubreal @philthemmadude Fighter pay is a promotion issue. Everyone agrees it's a problem in MMA but I don't… https://t.co/80Vy0bU96y
SuperiorFrakes,"This is one of the many reasons why  resources like:

CPSDA Diversity, Equity, &amp; Inclusion Scholarship… https://t.co/u8FfS0XK6g"
poupee_door,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
TheSunFootball,Paulo Dybala 'offered Premier League move' after Juventus season hits new low https://t.co/tYtUrqVLZ9
TravelinTweeter,@theSamParr Can I use Sport?
milu_tevi_,"RT @NBCOlympics: 4️⃣ new sports have been added to the @Paris2024 Olympic Games!

Drop the emoji of the sport you are most excited for ⬇️ h…"
Luca_1199_,@OniqueOsername @iggiinll @BILD_VfB @BILD_Sport https://t.co/cDJiGwAdwg
TheHinduSports,#EngvsSA | England’s One-Day International series against South Africa has been cancelled after reported breaches o… https://t.co/nN9zFW4O7S
fraserStCbrown,Someone should make a movie about @stylebender I reckon 😉 https://t.co/tslHLBgBcI
Saurabh17445329,RT @pinderpawar: GERMANY FARMER WITH INDIAN FARMER KEEP SPORT AND SHARE @diljitdosanjh @JustinTrudeau @indijaswal @BBCWorld @iamdeepsidhu @…
SnaxLF,"@qteren @AssauIt Ik what esports is,i know its this and that,but dont compare it to football and sports,so much mor… https://t.co/ZzzbimmQsg"
CCHSHowler,@JoeCoggins4 @CCHS_Sport @TheCoyoteWay Thank you for working hard on your yearbook pages
JamilliaReign,"@guardian_sport @seaningle The whole testosterone thing should be ignored.  It's tantamount to saying 

'I'm an man… https://t.co/1JBdye8EhF"
debivino1961,I’m just so amazed by Alex Smith’s strength and dedication and determination to get back to the sport he loves! It’… https://t.co/uEEP8JOWZJ
Matt_2k8,"RT @BBCSport: Is Rangers right-back James Tavernier the best player in Scotland?

Here's the story behind his incredible season: https://t.…"
Kehyra_K,"RT @donachena: Mon hygiène de vie est horrible: un repas par jour, je dors peu ou trop, pas de sport"
passurpris,Wer ist hier ernsthaft überrascht? https://t.co/pEHJh9jGtC
arunika_wonpil,"RT @honjayaass: Give Away DAY6 Best Band Performance
- 1pcs Sport Bottle (yg di-sticker) utk 1 orang pemenang
- Diundi besok
.
Caranya :
1.…"
GwenanEdwards,"RT @Olympics: Breaking will make its Olympic Games debut, building on the success of the sport at the Youth Olympic Games Buenos Aires 2018…"
nathaliapst,E vamos de corrente de oração pelo Sport https://t.co/aFArRzCGRz
APS_Sport,RT @GeelongGrammar: Congratulations to past student Peter Hatzoglou (OGG'2016) on earning a spot in the Melbourne Renegades squad as a loca…
AidaBerberian,"RT @piaisabellaaa: Holaa estoy vendiendo un Apple Watch Series 6. 44mm Blue Aluminum Case, Deep Navy Blue Sport  a 350$ es de paquete la ca…"
smeschmesch,RT @Serklaert: Eine Freundin in Österreich hat in Sport die Hausaufgabe einen Schneemann zu bauen hahahaahhaha
davizinhopsl,"Outros times liderando o Brasileirão e ganhando de 1x0:

“Time x atropela e mantém liderança tranquilamente”.

São… https://t.co/rIcLSV9VM8"
strasse_racing,"RT @WEB_CARTOP: AUTOBACS JeGT GRAND PRIXチーム戦
この布陣で挑みます！

プロゲーマーとグランツーリスモSPORTド素人編集部の組み合わせでどこまで行けるのか？

WEB CARTOP RACINGの初陣
12月20日の公式配信をお楽しみ…"
This_Is_Jen_,Making your bed should be considered an Olympic sport. I’m exhausted now 😂
